#,Text,Gloss,NpyFilesRoot
675,Do you have dietary restrictions?,DIETARY RESTRICTIONS HAVE YOU?,/DIETARY RESTRICTIONS HAVE YOU?/*.npy
676,Do you have diffculty staying positive about your recovery?,RECOVERY POSITIVE STAY HARD YOU?,/RECOVERY POSITIVE STAY HARD YOU/*.npy
677,do you have difficulties with the current treatment plan?,TREATMENT PLAN CURRENT DIFFICULTY HAVE YOU?,/TREATMENT PLAN CURRENT DIFFICULTY HAVE YOU?/*.npy
678,Do you have difficulty balancing the mental health?,MENTAL HEALTH BALANCE HARD YOU?,/MENTAL HEALTH BALANCE HARD YOU/*.npy
679,Do you have difficulty concentrating?,CONCENTRATE DIFFICULTY HAVE YOU?,/CONCENTRATE DIFFICULTY HAVE YOU/*.npy
680,Do you have difficulty in swallowing pills?,PILLS SWALLOW DIFFICULTY HAVE YOU?,/PILLS SWALLOW DIFFICULTY HAVE YOU/*.npy
681,Do you have enough space at home for exercise?,HOME EXERCISE SPACE ENOUGH HAVE YOU?,/HOME EXERCISE SPACE ENOUGH HAVE YOU/*.npy
682,Do you have family history like this condition?,FAMILY HISTORY CONDITION SAME HAVE?,/FAMILY HISTORY CONDITION SAME HAVE/*.npy
683,Do you have fever since the operation?,FEVER SINCE OPERATION HAVE YOU?,/FEVER SINCE OPERATION HAVE YOU/*.npy
684,Do you have hypertension screening?,HYPERTENSION SCREENED HAVE YOU?,/HYPERTENSION SCREENED HAVE YOU/*.npy
685,Do you have legs pain or swelling?,PAIN SWELLING LEGS HAVE YOU?,/PAIN SWELLING LEGS HAVE YOU/*.npy
686,do you have medication side effects?,MEDICINE SIDE EFFECTS HAVE YOU?,/MEDICINE SIDE EFFECTS HAVE YOU?/*.npy
687,Do you have mobility aids like a walker or cane?,MOBILITY AID WALKER CANE HAVE YOU?,/MOBILITY AID WALKER CANE HAVE YOU/*.npy
688,Do you have normal bowel movements since the surgery?,BOWEL MOVEMENTS NORMAL SINCE SURGERY YOU?,/BOWEL MOVEMENTS NORMAL SINCE SURGERY YOU/*.npy
689,Do you have questions about how your condition might change later?,"CONDITION LATER CHANGE HOW, QUESTIONS HAVE YOU?","/CONDITION LATER CHANGE HOW, QUESTIONS HAVE YOU/*.npy"
690,Do you have questions about the follow-up procedures?,FOLLOW-UP PROCEDURE QUESTION HAVE?,/FOLLOW-UP PROCEDURE QUESTION HAVE?/*.npy
691,Do you have questions about the medication interactions?,MEDICATION INTERACTIONS QUESTIONS HAVE YOU?,/MEDICATION INTERACTIONS QUESTIONS HAVE YOU/*.npy
692,do you have questions about the treatment consent forms?,TREATMENT CONSENT FORM QUESTION HAVE?,/TREATMENT CONSENT FORM QUESTION HAVE?/*.npy
693,Do you have questions on managing your symptoms at home?,SYMPTOMS HOME MANAGE QUESTIONS HAVE YOU?,/SYMPTOMS HOME MANAGE QUESTIONS HAVE YOU/*.npy
694,Do you have questions regarding how your condition would change later?,"CONDITION LATER CHANGE HOW, QUESTIONS HAVE YOU?","/CONDITION LATER CHANGE HOW, QUESTIONS HAVE YOU/*.npy"
695,Do you have questions regarding the procedure?,PROCEDURE QUESTIONS HAVE YOU?,/PROCEDURE QUESTIONS HAVE YOU/*.npy
696,Do you have questions regarding the test?,TEST QUESTIONS HAVE YOU?,/TEST QUESTIONS HAVE YOU/*.npy
697,Do you have recent complications in your condition?,CONDITION RECENT COMPLICATIONS HAVE YOU?,/CONDITION RECENT COMPLICATIONS HAVE YOU/*.npy
698,Do you have recent unexplained fevers?,FEVER UNEXPLAINED RECENT HAVE YOU?,/FEVER UNEXPLAINED RECENT HAVE YOU/*.npy
699,Do you have side effects from the medicines?,MEDICINE SIDE EFFECTS HAVE YOU?,/MEDICINE SIDE EFFECTS HAVE YOU?/*.npy
700,Do you have someone at home to help?,HOME ASSIST PERSON HAVE YOU?,/HOME ASSIST PERSON HAVE YOU/*.npy
701,Do you have someone to assist you at home?,HOME ASSIST PERSON HAVE YOU?,/HOME ASSIST PERSON HAVE YOU/*.npy
702,do you have someone to drive you home after the procedure?,DRIVE HOME PERSON HAVE YOU?,/DRIVE HOME PERSON HAVE YOU?/*.npy
703,Do you have someone to drive you home?,DRIVE HOME PERSON HAVE YOU?,/DRIVE HOME PERSON HAVE YOU?/*.npy
704,Do you have specific challenging tasks as a caregiver?,CAREGIVER TASKS CHALLENGING SPECIFIC HAVE YOU?,/CAREGIVER TASKS CHALLENGING SPECIFIC HAVE YOU/*.npy
705,Do you have specific concerns about the testing process?,TESTING PROCESS CONCERNS SPECIFIC HAVE YOU?,/TESTING PROCESS CONCERNS SPECIFIC HAVE YOU/*.npy
706,Do you have specific concerns today?,TODAY SPECIFIC CONCERN HAVE YOU?,/TODAY SPECIFIC CONCERN HAVE YOU?/*.npy
707,Do you have specific goals for your health?,HEALTH GOAL SPECIFIC HAVE YOU?,/HEALTH GOAL SPECIFIC HAVE YOU?/*.npy
708,Do you have time for hobbies?,HOBBIES TIME HAVE YOU?,/HOBBIES TIME HAVE YOU/*.npy
709,Do you have time to exercise daily?,EXERCISE DAILY TIME HAVE YOU?,/EXERCISE DAILY TIME HAVE YOU/*.npy
710,Do you have time to relax?,RELAX TIME HAVE YOU?,/RELAX TIME HAVE YOU/*.npy
711,do you have trouble affording the medications?,MEDICATION AFFORD TROUBLE YOU?,/MEDICATION AFFORD TROUBLE YOU/*.npy
712,Do you have upcoming trips that need vaccinations?,TRIP FUTURE VACCINATIONS NEED HAVE?,/TRIP FUTURE VACCINATIONS NEED HAVE/*.npy
713,Do you have your condition's updated action plan?,CONDITION ACTION PLAN UPDATE HAVE YOU?,/CONDITION ACTION PLAN UPDATE HAVE YOU/*.npy
714,Do you include fruits and vegetables in the balanced diet?,DIET BALANCED FRUIT VEGETABLE INCLUDE YOU?,/DIET BALANCED FRUIT VEGETABLE INCLUDE YOU/*.npy
715,Do you keep a journal to track the symptoms?,SYMPTOMS TRACK JOURNAL KEEP YOU?,/SYMPTOMS TRACK JOURNAL KEEP YOU/*.npy
716,Do you keep the incision area clean and dry?,INCISION AREA CLEAN DRY KEEP YOU?,/INCISION AREA CLEAN DRY KEEP YOU/*.npy
717,Do you keep the the wound clean and dry?,WOUND CLEAN DRY KEEP YOU?,/WOUND CLEAN DRY KEEP YOU/*.npy
718,Do you keep track of the prescription refills?,PRESCRIPTION REFILLS TRACK KEEP YOU?,/PRESCRIPTION REFILLS TRACK KEEP YOU/*.npy
719,Do you keep track of your blood pressure readings?,BLOOD PRESSURE READINGS TRACK YOU?,/BLOOD PRESSURE READINGS TRACK YOU/*.npy
720,Do you keep track of your symptoms in a journal?,SYMPTOMS TRACK JOURNAL KEEP YOU?,/SYMPTOMS TRACK JOURNAL KEEP YOU/*.npy
721,Do you keep up with your regular check-ups?,REGULAR CHECK-UPS KEEP YOU?,/REGULAR CHECK-UPS KEEP YOU/*.npy
722,Do you keep your leg elevated?,LEG ELEVATED KEEP YOU?,/LEG ELEVATED KEEP YOU/*.npy
723,Do you know apps to help track your wellness?,APPS WELLNESS TRACK HELP KNOW YOU?,/APPS WELLNESS TRACK HELP KNOW YOU/*.npy
724,Do you know community support groups?,COMMUNITY SUPPORT GROUPS KNOW YOU?,/COMMUNITY SUPPORT GROUPS KNOW YOU/*.npy
725,Do you know how to improve your mental health?,MENTAL HEALTH IMPROVE KNOW HOW YOU?,/MENTAL HEALTH IMPROVE KNOW HOW YOU/*.npy
726,Do you know how to make your mental health better?,MENTAL HEALTH IMPROVE KNOW HOW YOU?,/MENTAL HEALTH IMPROVE KNOW HOW YOU/*.npy
727,Do you know how to prevent common infections?,COMMON INFECTION PREVENT KNOW YOU?,/COMMON INFECTION PREVENT KNOW YOU/*.npy
728,Do you know how to recognize emergency symptoms?,EMERGENCY SYMPTOMS RECOGNIZE KNOW YOU?,/EMERGENCY SYMPTOMS RECOGNIZE KNOW YOU/*.npy
729,Do you know how to use the equipment?,EQUIPMENT USE KNOW YOU?,/EQUIPMENT USE KNOW YOU/*.npy
730,do you know safety instructions to follow at home?,HOME SAFETY INSTRUCTIONS FOLLOW KNOW YOU?,/HOME SAFETY INSTRUCTIONS FOLLOW KNOW YOU/*.npy
731,Do you know the medications allergic reactions signs?,MEDICATION ALLERGIC REACTIONS SIGNS KNOW YOU?,/MEDICATION ALLERGIC REACTIONS SIGNS KNOW YOU/*.npy
732,Do you know the warning signs that require immediate attention?,WARNING SIGNS IMMEDIATE ATTENTION KNOW YOU?,/WARNING SIGNS IMMEDIATE ATTENTION KNOW YOU/*.npy
733,Do you know what are your current blood pressure levels?,BLOOD PRESSURE LEVEL CURRENT KNOW YOU?,/BLOOD PRESSURE LEVEL CURRENT KNOW YOU/*.npy
734,Do you know your current blood pressure levels?,BLOOD PRESSURE LEVEL CURRENT KNOW YOU?,/BLOOD PRESSURE LEVEL CURRENT KNOW YOU/*.npy
735,Do you make time for exercise?,EXERCISE TIME MAKE YOU?,/EXERCISE TIME MAKE YOU/*.npy
736,do you mind to fill out this form?,YOU MIND FILL-OUT FORM?,/YOU MIND FILL-OUT FORM?/*.npy
737,Do you monitor daily your blood sugar levels?,BLOOD SUGAR LEVELS MONITOR DAILY YOU?,/BLOOD SUGAR LEVELS MONITOR DAILY YOU/*.npy
738,Do you monitor early signs of complications?,COMPLICATIONS EARLY SIGNS MONITOR YOU?,/COMPLICATIONS EARLY SIGNS MONITOR YOU/*.npy
739,Do you monitor the blood pressure at home?,BLOOD PRESSURE HOME MONITOR YOU?,/BLOOD PRESSURE HOME MONITOR YOU/*.npy
740,Do you monitor your blood pressure?,BLOOD PRESSURE MONITOR YOU?,/BLOOD PRESSURE MONITOR YOU/*.npy
741,Do you monitor your blood sugar levels?,BLOOD SUGAR LEVELS MONITOR YOU?,/BLOOD SUGAR LEVELS MONITOR YOU/*.npy
742,Do you monitor your bone health?,BONE HEALTH MONITOR YOU?,/BONE HEALTH MONITOR YOU/*.npy
743,do you need a referral to a specialist for this condition?,SPECIALIST REFERRAL NEED YOU?,/SPECIALIST REFERRAL NEED YOU?/*.npy
744,do you need a referral to a specialist?,SPECIALIST REFERRAL NEED YOU?,/SPECIALIST REFERRAL NEED YOU?/*.npy
745,Do you need advice on keep your blood pressure under control?,BLOOD PRESSURE CONTROL ADVICE NEED YOU?,/BLOOD PRESSURE CONTROL ADVICE NEED YOU/*.npy
746,Do you need an advice on controling your blood pressure?,BLOOD PRESSURE CONTROL ADVICE NEED YOU?,/BLOOD PRESSURE CONTROL ADVICE NEED YOU/*.npy
747,do you need any assistance with accessing health resources or information?,HEALTH RESOURCE INFORMATION ACCESS HELP NEED?,/HEALTH RESOURCE INFORMATION ACCESS HELP NEED?/*.npy
748,do you need any assistance with managing your medication schedule?,MEDICATION SCHEDULE MANAGE HELP NEED?,/MEDICATION SCHEDULE MANAGE HELP NEED?/*.npy
749,do you need any assistance with transportation to your appointments?,APPOINTMENT TRANSPORTATION HELP NEED?,/APPOINTMENT TRANSPORTATION HELP NEED?/*.npy
750,Do you need any cultural or religious considerations in your care?,CULTURE RELIGION CARE CONSIDER NEED?,/CULTURE RELIGION CARE CONSIDER NEED?/*.npy
751,do you need any help understanding the billing or insurance process?,BILLING INSURANCE PROCESS UNDERSTAND HELP NEED?,/BILLING INSURANCE PROCESS UNDERSTAND HELP NEED?/*.npy
752,do you need any support or resources for mental health related to your condition?,MENTAL HEALTH SUPPORT NEED?,/MENTAL HEALTH SUPPORT NEED?/*.npy
753,Do you need assistance with physical therapy exercises?,PHYSICAL THERAPY EXERCISES HELP NEED YOU?,/PHYSICAL THERAPY EXERCISES HELP NEED YOU/*.npy
754,Do you need assistance with the hearing aids?,HEARING AIDS HELP NEED YOU?,/HEARING AIDS HELP NEED YOU/*.npy
755,do you need clarification on any part of your diagnosis or treatment plan?,DIAGNOSIS TREATMENT PLAN CLARIFICATION NEED?,/DIAGNOSIS TREATMENT PLAN CLARIFICATION NEED?/*.npy
756,Do you need clarification on your diagnosis or treatment plan?,DIAGNOSIS TREATMENT PLAN CLARIFICATION NEED?,/DIAGNOSIS TREATMENT PLAN CLARIFICATION NEED?/*.npy
757,Do you need glasses to read?,READ GLASSES NEED YOU?,/READ GLASSES NEED YOU/*.npy
758,Do you need help accessing health resources or information?,HEALTH RESOURCE INFORMATION ACCESS HELP NEED?,/HEALTH RESOURCE INFORMATION ACCESS HELP NEED?/*.npy
759,Do you need help in your physical therapy exercises?,PHYSICAL THERAPY EXERCISES HELP NEED YOU?,/PHYSICAL THERAPY EXERCISES HELP NEED YOU/*.npy
760,Do you need help understanding the billing or insurance process?,BILLING INSURANCE PROCESS UNDERSTAND HELP NEED?,/BILLING INSURANCE PROCESS UNDERSTAND HELP NEED?/*.npy
761,Do you need help with managing your medication schedule?,MEDICATION SCHEDULE MANAGE HELP NEED?,/MEDICATION SCHEDULE MANAGE HELP NEED?/*.npy
762,Do you need mental health support?,MENTAL HEALTH SUPPORT NEED?,/MENTAL HEALTH SUPPORT NEED?/*.npy
763,Do you need reading glasses?,READ GLASSES NEED YOU?,/READ GLASSES NEED YOU/*.npy
764,Do you notice any new symptoms after starting this medication?,MEDICATION START NEW SYMPTOMS NOTICE YOU?,/MEDICATION START NEW SYMPTOMS NOTICE YOU/*.npy
765,Do you notice any patterns in the symptoms?,SYMPTOMS PATTERN NOTICE YOU?,/SYMPTOMS PATTERN NOTICE YOU/*.npy
766,Do you notice better coordination since you started the therapy?,THERAPY START SINCE COORDINATION BETTER NOTICE YOU?,/THERAPY START SINCE COORDINATION BETTER NOTICE YOU/*.npy
767,Do you notice new moles or skin changes?,MOLES NEW OR SKIN CHANGE NOTICE YOU?,/MOLES NEW OR SKIN CHANGE NOTICE YOU/*.npy
768,Do you notice new symptoms since the last test?,SYMPTOMS NEW SINCE LAST TEST NOTICE YOU?,/SYMPTOMS NEW SINCE LAST TEST NOTICE YOU/*.npy
769,Do you notice recent changes in your bowel habits?,BOWEL HABITS CHANGE RECENT NOTICE YOU?,/BOWEL HABITS CHANGE RECENT NOTICE YOU/*.npy
770,do you often exercise?,OFTEN EXERCISE YOU DO?,/OFTEN EXERCISE YOU DO?/*.npy
771,Do you perform breathing exercises?,BREATHING EXERCISE DO YOU?,/BREATHING EXERCISE DO YOU/*.npy
772,Do you perform regular self-examinations for breast health?,BREAST HEALTH SELF-EXAM REGULAR YOU?,/BREAST HEALTH SELF-EXAM REGULAR YOU/*.npy
773,Do you practice meditation?,MEDITATION PRACTICE YOU?,/MEDITATION PRACTICE YOU/*.npy
774,Do you prefer to have written instructions?,WRITTEN INSTRUCTIONS PREFER YOU?,/WRITTEN INSTRUCTIONS PREFER YOU/*.npy
775,Do you prefer written instructions?,WRITTEN INSTRUCTIONS PREFER YOU?,/WRITTEN INSTRUCTIONS PREFER YOU/*.npy
776,Do you recently experience dizziness or lightheadedness?,DIZZINESS LIGHTHEADED RECENT EXPERIENCE YOU?,/DIZZINESS LIGHTHEADED RECENT EXPERIENCE YOU/*.npy
777,Do you recomment any mobile apps for health management?,HEALTH MANAGEMENT APPS MOBILE RECOMMEND?,/HEALTH MANAGEMENT APPS MOBILE RECOMMEND/*.npy
778,Do you require assistance with transportation for your appointments?,APPOINTMENT TRANSPORTATION HELP NEED?,/APPOINTMENT TRANSPORTATION HELP NEED?/*.npy
779,Do you see a specialist?,SPECIALISTS SEE YOU?,/SPECIALISTS SEE YOU/*.npy
780,Do you smoke tobacco?,TOBACCO SMOKE YOU?,/TOBACCO SMOKE YOU/*.npy
781,Do you split the pills to be easier to swallow?,PILLS SPLIT EASIER SWALLOW YOU?,/PILLS SPLIT EASIER SWALLOW YOU/*.npy
782,Do you stay active?,ACTIVE STAY YOU?,/ACTIVE STAY YOU/*.npy
783,Do you stay connected socially with family and friends?,SOCIAL FAMILY FRIENDS CONNECT YOU?,/SOCIAL FAMILY FRIENDS CONNECT YOU/*.npy
784,Do you stay connected with others?,CONNECTED WITH OTHERS STAY YOU?,/CONNECTED WITH OTHERS STAY YOU/*.npy
785,Do you stay hydrated as recommended?,HYDRATED RECOMMEND STAY YOU?,/HYDRATED RECOMMEND STAY YOU/*.npy
786,Do you stay hydrated to support your healing?,HYDRATED STAY HEALING SUPPORT YOU?,/HYDRATED STAY HEALING SUPPORT YOU/*.npy
787,Do you stay hydrated?,HYDRATED STAY YOU?,/HYDRATED STAY YOU/*.npy
788,Do you store your medication properly?,MEDICATION STORE PROPERLY YOU?,/MEDICATION STORE PROPERLY YOU/*.npy
789,Do you stretch daily?,STRETCH DAILY YOU?,/STRETCH DAILY YOU/*.npy
790,Do you take all prescribed medications?,MEDICATIONS PRESCRIBED TAKE ALL YOU?,/MEDICATIONS PRESCRIBED TAKE ALL YOU/*.npy
791,do you take any medications daily?,MEDICATION DAILY TAKE ANY?,/MEDICATION DAILY TAKE ANY/*.npy
792,Do you take any medications?,MEDICATION YOU TAKE ANY?,/MEDICATION YOU TAKE ANY?/*.npy
793,Do you take any over-the-counter medication?,MEDICATIONS OVER-THE-COUNTER TAKE YOU?,/MEDICATIONS OVER-THE-COUNTER TAKE YOU/*.npy
794,Do you take breaks from work?,BREAKS FROM WORK TAKE YOU?,/BREAKS FROM WORK TAKE YOU/*.npy
795,do you take herbs now?,HERBS TAKE NOW YOU?,/HERBS TAKE NOW YOU/*.npy
796,Do you take medication for the symptoms?,SYMPTOMS MEDICATION TAKE YOU?,/SYMPTOMS MEDICATION TAKE YOU/*.npy
797,Do you take steps to prevent complications?,COMPLICATIONS PREVENT STEPS TAKE YOU?,/COMPLICATIONS PREVENT STEPS TAKE YOU/*.npy
798,Do you take the medication as the doctor prescribed?,MEDICATION PRESCRIBED DOCTOR TAKE YOU?,/MEDICATION PRESCRIBED DOCTOR TAKE YOU/*.npy
799,Do you take the prescribed medication?,MEDICATION PRESCRIBE TAKE YOU?,/MEDICATION PRESCRIBE TAKE YOU/*.npy
800,do you take vitamines daily?,VITAMINES DAILY TAKE YOU?,/VITAMINES DAILY TAKE YOU/*.npy
801,Do you take your medication with enough water?,MEDICATION TAKE WITH WATER ENOUGH YOU?,/MEDICATION TAKE WITH WATER ENOUGH YOU/*.npy
802,Do you take your medication with food?,MEDICATION TAKE WITH FOOD YOU?,/MEDICATION TAKE WITH FOOD YOU/*.npy
803,Do you take your medications at the same time daily?,MEDICATION SAME TIME DAILY TAKE YOU?,/MEDICATION SAME TIME DAILY TAKE YOU/*.npy
804,Do you track your diet and exercise?,DIET EXERCISE TRACK YOU?,/DIET EXERCISE TRACK YOU/*.npy
805,Do you try reducing stress in your life?,STRESS LIFE REDUCE TRY YOU?,/STRESS LIFE REDUCE TRY YOU/*.npy
806,Do you use assistive devices?,ASSISTIVE DEVICES USE YOU?,/ASSISTIVE DEVICES USE YOU/*.npy
807,Do you use heat or cold therapy to manage the pain?,HEAT COLD THERAPY PAIN MANAGE USE YOU?,/HEAT COLD THERAPY PAIN MANAGE USE YOU/*.npy
808,Do you use ice packs for the pain and swelling?,ICE PACKS USE PAIN SWELLING YOU?,/ICE PACKS USE PAIN SWELLING YOU/*.npy
809,Do you use your inhaler correctly?,INHALER USE CORRECTLY YOU?,/INHALER USE CORRECTLY YOU/*.npy
810,Do you wan a meditation guide?,MEDITATION GUIDE WANT YOU?,/MEDITATION GUIDE WANT YOU/*.npy
811,Do you want a consultation with a pain management specialist?,PAIN MANAGEMENT SPECIALIST CONSULTATION WANT YOU?,/PAIN MANAGEMENT SPECIALIST CONSULTATION WANT YOU/*.npy
812,do you want a copy of the treatment plan for your records?,TREATMENT PLAN COPY WANT FOR RECORD?,/TREATMENT PLAN COPY WANT FOR RECORD?/*.npy
813,Do you want a medication reminder app that is helpful?,MEDICATION REMINDER APP HELPFUL WANT YOU?,/MEDICATION REMINDER APP HELPFUL WANT YOU/*.npy
814,Do you want a referral to a mental health specialist?,MENTAL HEALTH SPECIALIST REFERRAL WANT YOU?,/MENTAL HEALTH SPECIALIST REFERRAL WANT YOU/*.npy
815,Do you want a referral to a specialist for a second opinion?,SPECIALIST SECOND OPINION REFERRAL WANT YOU?,/SPECIALIST SECOND OPINION REFERRAL WANT YOU/*.npy
816,Do you want a report for today’s visit?,TODAY VISIT REPORT WANT YOU?,/TODAY VISIT REPORT WANT YOU/*.npy
817,Do you want a second opinion?,SECOND OPINION WANT YOU?,/SECOND OPINION WANT YOU/*.npy
818,do you want a summary of your visit for your records?,VISIT SUMMARY WANT FOR RECORD YOUR?,/VISIT SUMMARY WANT FOR RECORD YOUR?/*.npy
819,Do you want a written copy of the instructions?,INSTRUCTIONS WRITTEN COPY WANT YOU?,/INSTRUCTIONS WRITTEN COPY WANT YOU/*.npy
820,Do you want a written instructions on managing your condition at home?,CONDITION MANAGE HOME WRITTEN INSTRUCTIONS WANT YOU?,/CONDITION MANAGE HOME WRITTEN INSTRUCTIONS WANT YOU/*.npy
821,Do you want additional information to manage post-surgery pain?,POST-SURGERY PAIN MANAGE INFORMATION MORE WANT YOU?,/POST-SURGERY PAIN MANAGE INFORMATION MORE WANT YOU/*.npy
822,Do you want adjustments to the therapy plan?,THERAPY PLAN ADJUSTMENTS WANT YOU?,/THERAPY PLAN ADJUSTMENTS WANT YOU/*.npy
823,Do you want an access to online resources for your condition?,CONDITION ONLINE RESOURCES ACCESS WANT YOU?,/CONDITION ONLINE RESOURCES ACCESS WANT YOU/*.npy
824,Do you want an advice for communicating your needs to family members?,NEEDS FAMILY MEMBERS COMMUNICATE ADVICE WANT YOU?,/NEEDS FAMILY MEMBERS COMMUNICATE ADVICE WANT YOU/*.npy
825,Do you want an advice on managing stress?,STRESS MANAGE ADVICE WANT YOU?,/STRESS MANAGE ADVICE WANT YOU/*.npy
826,Do you want an advice on safe routines to exercise?,EXERCISE SAFE ROUTINE ADVICE WANT YOU?,/EXERCISE SAFE ROUTINE ADVICE WANT YOU/*.npy
827,Do you want an advice on scar management?,SCAR MANAGEMENT ADVICE WANT YOU?,/SCAR MANAGEMENT ADVICE WANT YOU/*.npy
828,Do you want an advice to create a daily schedule for their care?,CARE THEIR DAILY SCHEDULE CREATE ADVICE WANT YOU?,/CARE THEIR DAILY SCHEDULE CREATE ADVICE WANT YOU/*.npy
829,Do you want an advice to improve your sleep?,SLEEP IMPROVE ADVICE WANT YOU?,/SLEEP IMPROVE ADVICE WANT YOU/*.npy
830,Do you want an advice to maintain good hygiene?,GOOD HYGIENE MAINTAIN ADVICE WANT YOU?,/GOOD HYGIENE MAINTAIN ADVICE WANT YOU/*.npy
831,Do you want an advice to maintain motivation?,MOTIVATION MAINTAIN ADVICE WANT YOU?,/MOTIVATION MAINTAIN ADVICE WANT YOU/*.npy
832,Do you want an advice to manage emotional ups and downs?,EMOTIONAL UPS DOWNS MANAGE ADVICE WANT YOU?,/EMOTIONAL UPS DOWNS MANAGE ADVICE WANT YOU/*.npy
833,do you want an advice to manage high blood pressure?,HIGH BLOOD PRESSURE MANAGE ADVICE WANT?,/HIGH BLOOD PRESSURE MANAGE ADVICE WANT/*.npy
834,Do you want an advice to manage multiple medications?,MULTIPLE MEDICATIONS MANAGE ADVICE WANT YOU?,/MULTIPLE MEDICATIONS MANAGE ADVICE WANT YOU/*.npy
835,Do you want an advice to manage the medication schedule while traveling?,MEDICATION SCHEDULE TRAVEL MANAGE ADVICE WANT YOU?,/MEDICATION SCHEDULE TRAVEL MANAGE ADVICE WANT YOU/*.npy
836,Do you want an advice to prevent complications during recovery?,COMPLICATIONS PREVENT DURING RECOVERY ADVICE WANT YOU?,/COMPLICATIONS PREVENT DURING RECOVERY ADVICE WANT YOU/*.npy
